Assembly Accession	Assembly-unit accession	Chromosome name	GC Count	GC Percent	GenBank seq accession	Molecule type	Ordering	RefSeq seq accession	Role	Seq length	UCSC style name	Unlocalized Count	Sequence name
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000027.1	Chromosome			unplaced-scaffold	107679			contig27
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000028.1	Chromosome			unplaced-scaffold	105619			contig28
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000029.1	Chromosome			unplaced-scaffold	100947			contig29
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000030.1	Chromosome			unplaced-scaffold	100768			contig30
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000031.1	Chromosome			unplaced-scaffold	97909			contig31
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000032.1	Chromosome			unplaced-scaffold	97861			contig32
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000033.1	Chromosome			unplaced-scaffold	96868			contig33
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000034.1	Chromosome			unplaced-scaffold	95598			contig34
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000035.1	Chromosome			unplaced-scaffold	95588			contig35
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000036.1	Chromosome			unplaced-scaffold	95586			contig36
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000037.1	Chromosome			unplaced-scaffold	95460			contig37
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000038.1	Chromosome			unplaced-scaffold	91982			contig38
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000039.1	Chromosome			unplaced-scaffold	90821			contig39
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000040.1	Chromosome			unplaced-scaffold	89915			contig40
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000041.1	Chromosome			unplaced-scaffold	89911			contig41
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000042.1	Chromosome			unplaced-scaffold	88551			contig42
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000043.1	Chromosome			unplaced-scaffold	87713			contig43
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000044.1	Chromosome			unplaced-scaffold	87533			contig44
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000045.1	Chromosome			unplaced-scaffold	86970			contig45
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000046.1	Chromosome			unplaced-scaffold	86543			contig46
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000047.1	Chromosome			unplaced-scaffold	86285			contig47
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000048.1	Chromosome			unplaced-scaffold	86225			contig48
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000049.1	Chromosome			unplaced-scaffold	85931			contig49
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000050.1	Chromosome			unplaced-scaffold	83592			contig50
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000051.1	Chromosome			unplaced-scaffold	81697			contig51
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000052.1	Chromosome			unplaced-scaffold	78738			contig52
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000053.1	Chromosome			unplaced-scaffold	78736			contig53
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000054.1	Chromosome			unplaced-scaffold	78652			contig54
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000055.1	Chromosome			unplaced-scaffold	77891			contig55
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000056.1	Chromosome			unplaced-scaffold	77413			contig56
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000057.1	Chromosome			unplaced-scaffold	76187			contig57
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000058.1	Chromosome			unplaced-scaffold	73035			contig58
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000059.1	Chromosome			unplaced-scaffold	72573			contig59
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000060.1	Chromosome			unplaced-scaffold	72525			contig60
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000061.1	Chromosome			unplaced-scaffold	72524			contig61
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000062.1	Chromosome			unplaced-scaffold	71719			contig62
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000063.1	Chromosome			unplaced-scaffold	69691			contig63
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000064.1	Chromosome			unplaced-scaffold	69659			contig64
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000065.1	Chromosome			unplaced-scaffold	68364			contig65
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000066.1	Chromosome			unplaced-scaffold	67252			contig66
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000067.1	Chromosome			unplaced-scaffold	67230			contig67
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000068.1	Chromosome			unplaced-scaffold	66601			contig68
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000069.1	Chromosome			unplaced-scaffold	66294			contig69
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000070.1	Chromosome			unplaced-scaffold	65762			contig70
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000071.1	Chromosome			unplaced-scaffold	65638			contig71
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000072.1	Chromosome			unplaced-scaffold	65636			contig72
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000073.1	Chromosome			unplaced-scaffold	65520			contig73
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000074.1	Chromosome			unplaced-scaffold	64951			contig74
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000075.1	Chromosome			unplaced-scaffold	64831			contig75
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000076.1	Chromosome			unplaced-scaffold	64831			contig76
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000077.1	Chromosome			unplaced-scaffold	64160			contig77
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000078.1	Chromosome			unplaced-scaffold	64003			contig78
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000079.1	Chromosome			unplaced-scaffold	63649			contig79
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000080.1	Chromosome			unplaced-scaffold	63584			contig80
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000081.1	Chromosome			unplaced-scaffold	62745			contig81
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000082.1	Chromosome			unplaced-scaffold	62334			contig82
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000083.1	Chromosome			unplaced-scaffold	61536			contig83
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000084.1	Chromosome			unplaced-scaffold	61272			contig84
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000085.1	Chromosome			unplaced-scaffold	60936			contig85
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000086.1	Chromosome			unplaced-scaffold	60495			contig86
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000087.1	Chromosome			unplaced-scaffold	60226			contig87
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000088.1	Chromosome			unplaced-scaffold	60124			contig88
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000089.1	Chromosome			unplaced-scaffold	59509			contig89
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000090.1	Chromosome			unplaced-scaffold	59235			contig90
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000091.1	Chromosome			unplaced-scaffold	58681			contig91
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000092.1	Chromosome			unplaced-scaffold	58558			contig92
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000093.1	Chromosome			unplaced-scaffold	57914			contig93
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000094.1	Chromosome			unplaced-scaffold	57914			contig94
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000095.1	Chromosome			unplaced-scaffold	56770			contig95
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000096.1	Chromosome			unplaced-scaffold	56651			contig96
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000097.1	Chromosome			unplaced-scaffold	56051			contig97
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000098.1	Chromosome			unplaced-scaffold	56046			contig98
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000099.1	Chromosome			unplaced-scaffold	56038			contig99
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000100.1	Chromosome			unplaced-scaffold	55886			contig100
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000101.1	Chromosome			unplaced-scaffold	55863			contig101
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000102.1	Chromosome			unplaced-scaffold	55746			contig102
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000103.1	Chromosome			unplaced-scaffold	55714			contig103
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000104.1	Chromosome			unplaced-scaffold	55522			contig104
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000105.1	Chromosome			unplaced-scaffold	55425			contig105
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000106.1	Chromosome			unplaced-scaffold	55373			contig106
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000107.1	Chromosome			unplaced-scaffold	54848			contig107
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000108.1	Chromosome			unplaced-scaffold	54468			contig108
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000109.1	Chromosome			unplaced-scaffold	54359			contig109
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000110.1	Chromosome			unplaced-scaffold	54356			contig110
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000111.1	Chromosome			unplaced-scaffold	54219			contig111
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000112.1	Chromosome			unplaced-scaffold	53828			contig112
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000113.1	Chromosome			unplaced-scaffold	53736			contig113
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000114.1	Chromosome			unplaced-scaffold	53081			contig114
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000115.1	Chromosome			unplaced-scaffold	52737			contig115
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000116.1	Chromosome			unplaced-scaffold	52528			contig116
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000117.1	Chromosome			unplaced-scaffold	52242			contig117
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000118.1	Chromosome			unplaced-scaffold	52196			contig118
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000119.1	Chromosome			unplaced-scaffold	51785			contig119
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000120.1	Chromosome			unplaced-scaffold	51779			contig120
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000121.1	Chromosome			unplaced-scaffold	51289			contig121
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000122.1	Chromosome			unplaced-scaffold	51253			contig122
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000123.1	Chromosome			unplaced-scaffold	50549			contig123
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000124.1	Chromosome			unplaced-scaffold	50351			contig124
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000125.1	Chromosome			unplaced-scaffold	50341			contig125
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000126.1	Chromosome			unplaced-scaffold	50260			contig126
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000127.1	Chromosome			unplaced-scaffold	49724			contig127
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000128.1	Chromosome			unplaced-scaffold	49694			contig128
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000129.1	Chromosome			unplaced-scaffold	49667			contig129
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000130.1	Chromosome			unplaced-scaffold	49600			contig130
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000131.1	Chromosome			unplaced-scaffold	49585			contig131
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000132.1	Chromosome			unplaced-scaffold	49570			contig132
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000133.1	Chromosome			unplaced-scaffold	49414			contig133
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000134.1	Chromosome			unplaced-scaffold	49337			contig134
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000135.1	Chromosome			unplaced-scaffold	49208			contig135
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000136.1	Chromosome			unplaced-scaffold	49192			contig136
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000137.1	Chromosome			unplaced-scaffold	48584			contig137
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000138.1	Chromosome			unplaced-scaffold	48066			contig138
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000139.1	Chromosome			unplaced-scaffold	48066			contig139
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000140.1	Chromosome			unplaced-scaffold	48017			contig140
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000141.1	Chromosome			unplaced-scaffold	47946			contig141
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000142.1	Chromosome			unplaced-scaffold	47944			contig142
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000143.1	Chromosome			unplaced-scaffold	47655			contig143
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000144.1	Chromosome			unplaced-scaffold	47452			contig144
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000145.1	Chromosome			unplaced-scaffold	47450			contig145
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000146.1	Chromosome			unplaced-scaffold	47317			contig146
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000147.1	Chromosome			unplaced-scaffold	47262			contig147
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000148.1	Chromosome			unplaced-scaffold	47248			contig148
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000149.1	Chromosome			unplaced-scaffold	47102			contig149
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000150.1	Chromosome			unplaced-scaffold	46997			contig150
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000151.1	Chromosome			unplaced-scaffold	46970			contig151
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000152.1	Chromosome			unplaced-scaffold	46533			contig152
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000153.1	Chromosome			unplaced-scaffold	46532			contig153
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000154.1	Chromosome			unplaced-scaffold	46480			contig154
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000155.1	Chromosome			unplaced-scaffold	46310			contig155
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000156.1	Chromosome			unplaced-scaffold	45770			contig156
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000157.1	Chromosome			unplaced-scaffold	45479			contig157
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000158.1	Chromosome			unplaced-scaffold	45470			contig158
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000159.1	Chromosome			unplaced-scaffold	44910			contig159
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000160.1	Chromosome			unplaced-scaffold	44890			contig160
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000161.1	Chromosome			unplaced-scaffold	44876			contig161
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000162.1	Chromosome			unplaced-scaffold	44874			contig162
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000163.1	Chromosome			unplaced-scaffold	44820			contig163
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000164.1	Chromosome			unplaced-scaffold	44818			contig164
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000165.1	Chromosome			unplaced-scaffold	44691			contig165
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000166.1	Chromosome			unplaced-scaffold	44507			contig166
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000167.1	Chromosome			unplaced-scaffold	44315			contig167
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000168.1	Chromosome			unplaced-scaffold	44307			contig168
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000169.1	Chromosome			unplaced-scaffold	44003			contig169
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000170.1	Chromosome			unplaced-scaffold	43770			contig170
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000171.1	Chromosome			unplaced-scaffold	43766			contig171
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000172.1	Chromosome			unplaced-scaffold	43737			contig172
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000173.1	Chromosome			unplaced-scaffold	43735			contig173
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000174.1	Chromosome			unplaced-scaffold	43685			contig174
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000175.1	Chromosome			unplaced-scaffold	43638			contig175
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000176.1	Chromosome			unplaced-scaffold	43546			contig176
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000177.1	Chromosome			unplaced-scaffold	43546			contig177
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000178.1	Chromosome			unplaced-scaffold	43436			contig178
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000179.1	Chromosome			unplaced-scaffold	43145			contig179
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000180.1	Chromosome			unplaced-scaffold	43143			contig180
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000181.1	Chromosome			unplaced-scaffold	43071			contig181
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000182.1	Chromosome			unplaced-scaffold	42973			contig182
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000183.1	Chromosome			unplaced-scaffold	42857			contig183
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000184.1	Chromosome			unplaced-scaffold	42830			contig184
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000185.1	Chromosome			unplaced-scaffold	42829			contig185
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000186.1	Chromosome			unplaced-scaffold	42810			contig186
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000187.1	Chromosome			unplaced-scaffold	42323			contig187
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000188.1	Chromosome			unplaced-scaffold	42037			contig188
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000189.1	Chromosome			unplaced-scaffold	41795			contig189
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000190.1	Chromosome			unplaced-scaffold	41490			contig190
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000191.1	Chromosome			unplaced-scaffold	41407			contig191
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000192.1	Chromosome			unplaced-scaffold	41282			contig192
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000193.1	Chromosome			unplaced-scaffold	41210			contig193
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000194.1	Chromosome			unplaced-scaffold	40859			contig194
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000195.1	Chromosome			unplaced-scaffold	40826			contig195
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000196.1	Chromosome			unplaced-scaffold	40764			contig196
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000197.1	Chromosome			unplaced-scaffold	40563			contig197
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000198.1	Chromosome			unplaced-scaffold	40528			contig198
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000199.1	Chromosome			unplaced-scaffold	40495			contig199
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000200.1	Chromosome			unplaced-scaffold	40489			contig200
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000201.1	Chromosome			unplaced-scaffold	40433			contig201
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000202.1	Chromosome			unplaced-scaffold	40432			contig202
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000203.1	Chromosome			unplaced-scaffold	40230			contig203
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000204.1	Chromosome			unplaced-scaffold	39964			contig204
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000205.1	Chromosome			unplaced-scaffold	39945			contig205
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000206.1	Chromosome			unplaced-scaffold	39701			contig206
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000207.1	Chromosome			unplaced-scaffold	39681			contig207
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000208.1	Chromosome			unplaced-scaffold	39547			contig208
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000209.1	Chromosome			unplaced-scaffold	39170			contig209
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000210.1	Chromosome			unplaced-scaffold	39066			contig210
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000211.1	Chromosome			unplaced-scaffold	39066			contig211
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000212.1	Chromosome			unplaced-scaffold	38856			contig212
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000213.1	Chromosome			unplaced-scaffold	38719			contig213
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000214.1	Chromosome			unplaced-scaffold	38493			contig214
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000215.1	Chromosome			unplaced-scaffold	38458			contig215
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000216.1	Chromosome			unplaced-scaffold	38457			contig216
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000217.1	Chromosome			unplaced-scaffold	38375			contig217
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000218.1	Chromosome			unplaced-scaffold	38351			contig218
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000219.1	Chromosome			unplaced-scaffold	38258			contig219
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000220.1	Chromosome			unplaced-scaffold	38251			contig220
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000221.1	Chromosome			unplaced-scaffold	38194			contig221
GCA_903798175.1	Primary Assembly	Un			CAIGQY010000222.1	Chromosome			unplaced-scaffold	38148			contig222
